province,quarter,year,quarter.1,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_raw_2021,density_per_km2,gdp_per_capita_usd_ppp_2021,gdp_per_capita_thb_2021
Bình Thuận,2023-Q3,2023,3,28.736998579518307,29.65008182435373,111.95107272727275,55.0,1.0,False,South Central Coast,2,1498000,3090.17,155,8632.13,276055.5
Bình Định,2023-Q3,2023,3,19.749533730149363,14.311921506523717,114.67775127847513,2151.0,9.0,True,South Central Coast,2,1679000,3089.1,245,8629.14,275959.91
Bạc Liêu,2023-Q3,2023,3,19.791910454605826,23.28956225207738,127.16081273408238,801.0,1.0,False,Mekong Delta,2,1105000,3701.98,340,10341.17,330710.59
Bắc Giang,2023-Q3,2023,3,22.57172134138399,22.66421269263621,135.39757981580968,2606.0,3.0,False,Northeast,4,1884000,1909.44,463,5333.86,170576.83
Bắc Kạn,2023-Q3,2023,3,29.233846124313875,16.92826516334464,132.67252380952382,42.0,1.0,False,Northeast,4,338000,1766.68,65,4935.07,157823.59
Bắc Ninh,2023-Q3,2023,3,23.890333440012494,21.29738248698671,125.54478798586577,1132.0,4.0,False,Red River Delta,1,1447000,4451.41,1664,12434.64,397659.74
Bến Tre,2023-Q3,2023,3,22.15174352348533,25.41930075654112,97.46126948480845,1514.0,3.0,False,Mekong Delta,2,1331000,2978.48,538,8320.13,266077.85
Cao Bằng,2023-Q3,2023,3,16.474089575582454,16.23187750933948,152.4675153583618,293.0,2.0,False,Northeast,4,576000,1564.27,79,4369.66,139741.61
Cà Mau,2023-Q3,2023,3,22.493238609644635,26.66101768862475,98.50799279093718,971.0,1.0,False,Mekong Delta,2,1369000,3121.66,229,8720.09,278868.61
Cần Thơ,2023-Q3,2023,3,27.535443959273618,25.824646188551604,99.29306610911988,5022.0,6.0,True,Mekong Delta,1,1456000,6260.52,858,17488.23,559273.75
Gia Lai,2023-Q3,2023,3,21.253833121405776,21.880526437915957,143.96403552311438,2055.0,3.0,False,Central Highlands,2,1586000,3023.2,98,8445.05,270072.84
Ho Chi Minh,2023-Q3,2023,3,32.995394601625854,29.714015234805668,98.9104482654383,69470.0,26.0,True,Southeast,1,9125000,7147.09,4363,19964.79,638474.09
Hà Giang,2023-Q3,2023,3,21.7659776061711,20.043767140670653,171.56404455445545,202.0,2.0,False,Northeast,4,910000,1083.72,108,3027.28,96812.43
Hà Nam,2023-Q3,2023,3,22.643239237900506,22.81958875672113,149.624313618677,2570.0,6.0,True,Red River Delta,4,945000,2131.93,989,5955.37,190452.63
Hà Nội,2023-Q3,2023,3,29.25492310990227,25.58053226384245,124.47947834549879,45210.0,23.0,True,Red River Delta,1,8146000,3923.21,2398,10959.16,350473.82
Hà Tĩnh,2023-Q3,2023,3,19.795906656002654,21.141959352022017,159.33100634920632,630.0,4.0,False,North Central Coast,4,1402000,2117.32,215,5914.55,189147.47
Hòa Bình,2023-Q3,2023,3,21.601867179614057,22.234515024805425,134.08386998394866,623.0,2.0,False,Northwest,3,979000,2343.13,186,6545.34,209319.85
Hưng Yên,2023-Q3,2023,3,13.911617520127596,5.091279456321273,122.74625,4.0,1.0,False,Red River Delta,3,1340000,2503.79,1347,6994.13,223672.16
Hải Dương,2023-Q3,2023,3,23.771224707961444,23.228325621643926,122.42705108556834,2349.0,5.0,True,Red River Delta,3,2003000,2513.92,1134,7022.42,224577.11
Hải Phòng,2023-Q3,2023,3,23.00178001078052,21.67698833500334,163.05758907284763,3020.0,6.0,True,Red River Delta,1,2138000,3849.18,1299,10752.36,343860.47
Hậu Giang,2023-Q3,2023,3,24.83686688722998,28.17348568188034,96.24787028301886,424.0,4.0,False,Mekong Delta,2,853000,2943.84,452,8223.37,262983.34
Khánh Hòa,2023-Q3,2023,3,27.681053244597408,27.41560265844164,140.62361418439716,2115.0,6.0,True,South Central Coast,1,1371000,4180.68,240,11678.38,373474.5
Kiên Giang,2023-Q3,2023,3,24.018807352228965,25.961669055208773,107.9239597670725,1889.0,4.0,False,Mekong Delta,1,1789000,4336.43,271,12113.45,387388.18
Kon Tum,2023-Q3,2023,3,17.94552977072374,16.426430581410347,174.03548999999998,400.0,1.0,False,Central Highlands,4,589000,2075.42,56,5797.51,185404.4
Lai Châu,2023-Q3,2023,3,22.89162602219464,21.493408617164313,103.77625862068965,174.0,6.0,True,Northwest,4,527000,1081.84,51,3022.03,96644.48
Long An,2023-Q3,2023,3,29.21265143542802,29.693655966397902,87.4833281653747,387.0,3.0,False,Mekong Delta,1,1730000,4012.39,376,11208.27,358440.58
Lào Cai,2023-Q3,2023,3,18.332571934154434,18.949376029033573,157.28363517915307,307.0,2.0,False,Northwest,3,898000,2767.55,115,7730.92,247234.74
Lâm Đồng,2023-Q3,2023,3,23.778024818961978,22.07256399777277,124.63483381088827,2094.0,5.0,True,Central Highlands,2,1390000,3331.8,133,9307.1,297641.14
Lạng Sơn,2023-Q3,2023,3,17.127815978525113,20.37715236398239,147.05293506493504,77.0,3.0,False,Northeast,4,828000,2201.98,94,6151.05,196710.43
Nam Định,2023-Q3,2023,3,23.836741196426086,25.363610459363738,112.47685882352943,1360.0,7.0,True,Red River Delta,4,1852000,1904.97,1067,5321.37,170177.51
Nghệ An,2023-Q3,2023,3,20.87378712278099,18.396179641531038,165.96239025356576,2524.0,10.0,True,North Central Coast,3,3399000,2379.59,202,6647.18,212576.95
Ninh Bình,2023-Q3,2023,3,19.614448411413704,20.97184706925128,145.5506415425066,1141.0,3.0,False,Red River Delta,3,1102000,2478.79,708,6924.29,221438.82
