province,quarter,year,quarter,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_thb_2021,density_per_km2
East Nusa Tenggara,2023-Q4,2023,4,8.089710577860712,4.40295964760245,39.35811525299438,8182,2,True,Lesser Sunda Islands,4,5742600,138592.0,124
Gorontalo,2023-Q4,2023,4,15.360171285797993,9.1326843024117,173.21503823279522,3532,1,True,Sulawesi,4,1242200,250400.0,103
Jakarta,2023-Q4,2023,4,20.8892631197586,11.14576728151501,33.02919950193313,1453766,52,True,Java,1,10678000,1850432.0,16141
Jambi,2023-Q4,2023,4,15.197935662495292,7.638975321889549,35.76561516245487,12465,1,True,Sumatra,1,3768500,439136.0,77
Lampung,2023-Q4,2023,4,18.87684992558057,9.320148488592762,46.330004136486586,57301,4,True,Sumatra,3,9522900,275840.0,284
Maluku,2023-Q4,2023,4,7.584583779247073,4.495769811874089,115.02155599369084,2536,4,True,Maluku Islands,4,1970600,175616.0,43
North Kalimantan,2023-Q4,2023,4,12.300659138068069,4.449028068199103,34.62435483870968,124,2,True,Kalimantan,1,749400,1044576.0,11
North Sulawesi,2023-Q4,2023,4,10.461644700314936,7.029468389273435,114.79279155068808,38451,5,True,Sulawesi,2,2721400,364032.0,188
North Sumatra,2023-Q4,2023,4,22.881232525034896,8.424082954712652,43.57220176503034,172251,17,True,Sumatra,2,15785800,387744.0,218
Papua,2023-Q4,2023,4,8.974233087293376,4.359694494112011,134.64436583601815,15209,3,True,Western New Guinea,2,4600500,363936.0,15
Riau,2023-Q4,2023,4,27.525947631584337,7.760728518668792,33.05584609790671,108641,11,True,Sumatra,1,6811200,874688.0,76
Riau Islands,2023-Q4,2023,4,29.69826006954144,8.813165949219329,19.32478214421977,18348,4,True,Sumatra,1,2213500,876480.0,271
South Kalimantan,2023-Q4,2023,4,14.270670022072125,6.435980406412058,43.80156729208312,90561,6,True,Kalimantan,3,4323300,314688.0,116
South Sulawesi,2023-Q4,2023,4,15.833719125149276,6.980403108348542,48.778383301022366,218739,15,True,Sulawesi,2,9563100,401824.0,211
South Sumatra,2023-Q4,2023,4,24.040320117594444,9.018159274149994,36.21856899177258,94572,3,True,Sumatra,2,8928500,387264.0,103
Southeast Sulawesi,2023-Q4,2023,4,12.522662345144834,5.674670296005089,79.62057203671677,7517,3,True,Sulawesi,3,2836700,352288.0,78
West Java,2023-Q4,2023,4,17.33290418375638,10.201928137022078,32.048015926505364,423811,40,True,Java,3,50759000,305152.0,1370
West Kalimantan,2023-Q4,2023,4,13.61093201924018,6.079433220148159,48.92491230230439,62541,1,True,Kalimantan,3,5766000,284800.0,39
West Nusa Tenggara,2023-Q4,2023,4,16.219604668426992,9.99592552464506,44.42294850474107,13710,2,True,Lesser Sunda Islands,4,5731100,175136.0,292
West Papua,2023-Q4,2023,4,7.690687399928767,5.009845003159672,113.52524245439469,3015,2,True,Western New Guinea,1,1224000,550528.0,12
West Sulawesi,2023-Q4,2023,4,7.378870498158893,4.410710363880927,113.8796004784689,418,1,True,Sulawesi,4,1525300,236032.0,92
West Sumatra,2023-Q4,2023,4,16.522647737425352,7.108787914407273,39.03837786333634,30909,6,True,Sumatra,3,5914300,305056.0,140
Yogyakarta,2023-Q4,2023,4,15.783788735689722,9.553917569980088,47.30937021188805,130885,9,True,Java,4,3781500,271040.0,1193
Aceh,2024-Q1,2024,1,27.419619182976277,7.87029108213709,40.97248879466991,14860,4,True,Sumatra,4,5626000,233536.0,99
Bali,2024-Q1,2024,1,21.490731068597555,11.389169709078915,36.95062494999714,52502,3,True,Lesser Sunda Islands,3,4461300,339360.0,799
Banten,2024-Q1,2024,1,18.778500812064458,10.711271842889325,36.46034124044908,51312,7,True,Java,2,12537400,371936.0,1340
Bengkulu,2024-Q1,2024,1,15.244789568633433,7.283255462033479,69.37323919707308,10114,2,True,Sumatra,4,2138000,263712.0,106
Central Java,2024-Q1,2024,1,17.88847942362464,7.800614020748381,32.3457101898505,478148,19,True,Java,4,38233900,260512.0,1113
Central Kalimantan,2024-Q1,2024,1,13.26371967131907,6.265896701871244,49.09964765214441,35396,3,True,Kalimantan,1,2845000,423776.0,19
Central Sulawesi,2024-Q1,2024,1,11.186016645690248,5.647677500153381,38.5721976366322,6770,1,True,Sulawesi,1,3156100,541024.0,51
East Java,2024-Q1,2024,1,22.304254220078302,9.062463192299935,32.62528447561171,497021,26,True,Java,2,42089300,404416.0,876
East Kalimantan,2024-Q1,2024,1,13.241145252338464,6.680233914228738,51.02820132184024,100470,4,True,Kalimantan,1,4267600,1229536.0,34
East Nusa Tenggara,2024-Q1,2024,1,11.016021832319526,5.123665612376432,40.68968416128729,10689,2,True,Lesser Sunda Islands,4,5742600,138592.0,124
Gorontalo,2024-Q1,2024,1,14.364508422289694,9.457667474851338,119.81215393322016,5303,1,True,Sulawesi,4,1242200,250400.0,103
